Computing ID,GPA,Class Year,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
ige1bp,3.27,1,CHE,4,0,4,2,5
nnk9hb,3.3,2,ECE,2,5,1,4,5
vad2lx,3.11,2,MAE,2,4,3,5,2
ula1os,3.8,1,ECE,5,2,0,5,4
nra6kb,2.56,4,CS,3,5,5,5,5
hoh1qp,2.87,2,MSE,2,0,3,4,4
tta2eq,3.16,3,CS,4,2,3,2,5
swc7nw,2.54,2,ECE,2,1,3,2,2
jrq9ml,3.13,1,CHE,4,5,2,0,1
wda1pj,3.86,2,CS,2,0,0,4,2
tce8ba,3.21,2,ECE,4,2,0,4,5
efl5je,3.29,3,CS,2,1,3,2,4
veo2qa,2.7,2,CHE,2,1,1,3,0
mtq2qz,2.95,3,MAE,1,0,3,3,2
vor1xj,3.05,2,CS,4,3,2,0,4
vph6bj,3.07,3,CS,4,4,4,3,2
jlo7xz,3.71,4,CHE,4,0,2,3,5
zdi2qi,3.42,4,CS,0,1,1,3,4
fkk0nh,2.76,1,CS,2,1,3,1,1
njm6li,3.3,3,ECE,4,0,0,0,4
fqz7vi,3.4,3,CS,5,3,5,2,3
bbh2qt,3.66,1,CHE,0,4,3,3,0
sxh0yz,3.83,1,CPE,1,2,1,5,5
ikx3pl,2.79,2,MAE,4,0,0,1,4
ykn7od,2.88,4,CHE,4,4,2,3,5
qyi9am,2.7,3,CHE,0,4,4,1,2
cjo4pl,3.11,4,ECE,2,5,4,0,2
dkc1mu,3.39,4,CPE,5,1,3,5,4
aza6tn,3.59,3,SYS,1,2,2,5,3
izw9ev,3.17,4,CS,4,0,5,5,4
kop6jm,3.07,2,CHE,2,1,5,3,1
dtz0qe,3.26,3,ECE,5,5,1,1,3
apr3in,2.87,2,MAE,5,5,4,5,5
sbq1jm,4,2,CS,1,1,2,4,4
zhg6hy,2.56,3,SYS,3,3,3,4,5
sav3ux,3.27,1,SYS,5,4,0,1,0
ufs2es,4,1,SYS,3,0,3,3,3
fyy9xk,3.2,1,CS,5,0,3,3,4
qxa8zt,3.12,3,CS,1,0,2,0,0
joz7aj,3.06,4,CS,0,1,4,0,4
iaq4is,3.13,3,CS,1,3,2,5,1
blp0ps,3.75,2,MAE,1,2,0,2,2
xkk0rv,2.32,3,ECE,0,5,2,0,5
atn0se,3.81,2,CPE,0,1,1,3,4
voj7cv,2.63,3,MAE,2,2,3,2,3
ztm0fm,3.09,2,CPE,5,5,4,0,4
rww4iy,3.03,1,MSE,2,5,5,1,4
twr2eu,3.44,3,SYS,0,3,0,4,4
stg2ym,2.56,4,SYS,3,4,5,0,4
zsr2lb,3.38,4,MAE,3,0,3,0,3
rjj1qz,4,3,SYS,1,2,2,1,3
ncs0fn,2.65,3,CPE,4,1,5,3,4
yyc8zd,3.28,3,MAE,1,2,1,5,2
avx5yn,2.94,3,CS,1,4,2,1,4
ozg5hs,3.37,4,MAE,4,0,3,5,5
lpl7as,3.21,3,MAE,5,2,5,0,5
psu7ti,2.94,1,CS,0,4,0,3,3
neo8lc,3.4,3,MAE,3,1,5,2,5
kyl5sn,3.92,3,CS,1,3,5,0,5
lhc2so,3.12,3,CPE,4,5,4,1,1
zwq8uz,3.49,1,CS,2,1,5,2,4
yai5vd,2.68,3,MAE,1,0,3,4,4
aps0ru,2.82,1,CS,3,5,0,2,4
jaq5nh,3.39,4,CPE,0,1,3,1,4
dvh5sc,3.79,2,CPE,1,1,1,2,0
pve6ok,3.34,1,CS,1,1,2,1,4
pen5xv,3.07,2,ECE,5,1,5,0,3
smm6fo,3.2,2,ECE,4,5,4,3,3
yhp5yl,2.7,3,ECE,2,0,0,4,0
evz0pi,3.44,1,CHE,2,4,4,3,4
hii8tn,3.55,4,CS,0,2,4,3,2
zad4ie,3.02,1,ECE,3,3,4,3,4
lig7np,3.01,1,CS,0,2,5,1,3
uzo8vg,3.31,4,ECE,1,2,0,1,1
zlo5ov,3.03,4,CS,1,3,0,4,5
vke3lo,3.17,2,CS,2,5,4,1,1
rki6gp,4,3,ECE,3,0,2,5,2
nze1wo,3.1,4,CPE,4,3,5,1,4
kkd8zt,3.06,1,CHE,3,0,5,1,0
xqk2cb,2.94,2,MSE,1,5,3,1,4
vqa3pb,3.5,1,CHE,4,2,5,0,2
opu8xq,3.13,3,ECE,3,0,4,4,2
pls5vi,2.94,4,SYS,3,5,1,5,5
vnp0ch,3.73,4,CS,4,5,4,1,2
hqu9wi,3.77,2,ECE,1,4,0,4,1
ezx5rw,2.96,3,CHE,3,3,5,2,5
jbh7hq,2.45,1,CS,4,4,5,0,4
bcv6iq,3.6,1,CHE,5,2,3,1,4
huo1ap,2.93,3,MAE,5,3,1,5,0
vpc4ua,3.52,4,CS,1,2,5,0,2
cre2my,2.41,2,CPE,4,4,3,5,2
wrf4du,3.56,3,CS,5,5,3,0,3
dhk5ze,2.72,1,CPE,4,2,1,2,5
tar9iz,3.49,1,CS,3,3,4,4,3
vvx9nm,3.21,3,CS,1,3,4,0,5
xtn6tn,2.82,3,CS,5,2,4,3,1
utn6kg,3.04,3,MAE,3,3,2,2,5
ygc5wd,3.47,4,ECE,0,5,4,3,4
xls1ct,3.24,3,CS,0,5,1,2,0
usf4nk,3.43,3,ECE,1,3,2,3,5
ree5mi,3.99,2,CS,5,2,4,3,5
wbk4ft,2.57,4,SYS,5,4,2,5,5
fbb4tj,3.85,1,ECE,5,3,1,0,0
cgg5qm,3.24,1,MAE,4,3,4,0,2
pia6rn,2.84,2,MAE,3,3,0,2,0
sou4or,2.67,4,SYS,5,3,5,4,2
otn6ip,3.12,2,CS,3,2,1,5,4
pkg0pr,3.57,1,CS,1,4,3,0,0
trx8wm,3.15,2,ECE,5,4,3,0,2
owy8mp,3.8,1,CS,1,0,1,5,4
qzt5bk,2.62,1,ECE,5,3,3,1,4
fgs9kn,3.2,2,CS,0,3,1,5,2
ikr6tr,2.7,4,MSE,2,0,0,0,2
mkc1ts,3.35,1,CS,1,4,1,4,1
ajc8ch,3.55,4,MAE,5,1,4,1,4
tnv4jg,3.03,3,CS,2,5,4,3,2
ffe9yj,2.16,1,MSE,1,1,2,5,4
yxq6hm,3.28,4,CHE,4,4,3,3,0
ppy1dz,3.37,1,CS,5,3,5,1,3
mmw8ua,3.36,3,ECE,4,1,3,1,3
pwu3bk,3.69,4,ECE,0,2,1,1,5
ose9yz,2.77,4,CPE,5,2,5,2,2
qky0if,3.47,1,CS,0,0,5,5,2
wzh0qu,3.68,1,CS,2,4,3,4,4
dtd9zw,2.49,4,CS,1,4,5,4,5
ars5jn,3.33,2,CS,3,1,5,3,2
woh6ul,3,3,ECE,0,3,4,3,4
ufn6si,3.17,2,MAE,3,4,0,3,2
xla7xe,3.34,3,CS,3,1,1,5,4
psj6fi,3.01,4,MSE,1,1,3,0,2
mhl4rj,2.93,2,CHE,2,5,4,3,1
cey3ce,3.21,1,CS,1,5,2,1,4
wcq8yf,2.77,3,CPE,5,4,5,3,1
ujf8ee,2.77,1,ECE,0,1,5,1,1
pbk6el,3.47,2,SYS,3,0,3,2,1
omi9kz,2.74,1,SYS,1,0,0,0,1
vkp6nu,3.47,1,CS,1,5,0,0,0
mtu6il,3.39,4,CS,1,4,3,5,5
lzp4as,2.51,4,CS,0,3,3,5,3
lwd2hz,2.93,4,CPE,2,0,4,4,0
mof7fw,3.68,3,ECE,1,0,3,2,2
che1kr,2.81,2,CS,0,5,2,5,2
wab2os,3.01,3,CS,3,5,4,1,5
bef1xy,3.38,3,MSE,5,4,5,2,3
rky8ft,3.51,4,CS,4,5,5,0,3
elz4aq,3.1,3,MSE,0,2,5,1,3
vre8fm,2.96,4,ECE,4,1,5,2,1
ylk3jf,3.77,2,CHE,1,0,1,0,0
xtp4zi,3.9,2,CS,1,2,2,5,2
voj2hj,3.59,1,SYS,0,3,4,1,0
cyo6ox,3.23,4,CHE,4,2,4,1,0
vsw6ko,2.88,3,ECE,1,4,5,0,0
hzh7hp,2.87,2,MSE,3,3,0,1,3
zwk7vx,3.41,2,CS,2,3,4,5,5
xmr5pf,3.37,2,MAE,2,5,2,5,5
ser1ej,3.76,1,CS,1,2,3,5,3
pck2td,3.46,1,CS,4,4,2,0,2
gly8wi,2.6,3,CS,5,0,5,3,2
lww0pl,3.62,4,SYS,1,5,5,3,2
ddn5yi,2.8,3,SYS,5,2,1,1,5
vpi3vc,3.05,1,MSE,5,0,4,5,5
fle3ys,3.3,3,SYS,4,2,4,1,0
dmr1ww,4,1,CS,5,5,4,0,3
bov2vr,4,3,CPE,3,0,5,1,1
ryv7ub,3.44,4,CHE,4,5,4,4,0
xxf1uh,3.13,1,SYS,1,2,0,3,4
few8kx,3.41,1,CS,3,3,0,1,5
smp5av,3.56,3,ECE,0,1,3,1,0
eka6pq,3.07,3,CS,2,3,4,2,3
qfb7eo,3.92,3,CHE,1,5,1,1,4
zyl6mu,3.29,2,CS,1,5,3,4,0
izo0rf,3.4,4,ECE,1,5,5,3,3
hwg4rn,3.47,2,CS,3,0,4,2,3
zjk9cm,3.37,4,CS,0,4,0,0,5
tbd3oz,3.54,3,CHE,4,5,1,0,1
cqe1bi,2.95,3,CS,0,3,3,3,0
jix9pe,2.98,2,CS,3,1,1,0,3
yvi3ow,2.76,2,CS,1,5,4,4,2
sny3zc,3.38,3,CHE,2,5,2,1,3
qeg0gi,3.51,1,CS,1,5,1,3,1
bzs6dq,3.38,4,CS,4,0,1,2,3
jrq0ll,3.87,4,CS,5,5,5,1,5
loy0ft,3.2,4,MAE,2,3,0,0,0
cet4uv,3.47,1,MAE,1,2,4,0,5
cpz1yj,2.76,2,CS,2,4,1,2,0
otm1rm,3.05,3,SYS,5,5,4,4,4
dvd5ma,3.48,2,CS,0,0,0,2,0
xpw8nd,3.54,4,CS,3,3,5,3,4
pky7dk,3.08,2,CS,1,5,4,2,5
wdt7sw,3.17,1,CHE,4,0,0,0,2
haq6cm,2.59,3,MAE,0,2,0,4,1
tcg6bo,3.06,1,ECE,1,1,3,4,2
nun4ce,3.56,2,ECE,0,5,5,5,4
nqz6gv,3.43,4,MAE,4,3,5,2,3
zqe5kj,3.4,4,ECE,1,0,4,3,3
vqz3jb,3.22,4,ECE,5,0,2,0,2
ria7kq,3.2,1,CHE,5,5,3,1,3
yub6sw,2.94,1,ECE,4,0,5,4,4
whi8xc,3.48,4,MAE,2,1,0,2,5
uxo2ee,3.37,2,CS,4,0,5,5,1
hqd2ar,3.4,3,CS,2,4,2,3,0
rvi0bb,2.99,3,MAE,1,4,1,3,4
soi0tq,2.34,2,CS,2,0,1,0,4
gzi4tt,3.64,4,SYS,1,5,5,4,0
hew6up,3.01,4,CS,1,4,5,0,0
rez8lr,2.85,2,SYS,3,3,3,5,1
kxa2oq,3.48,3,CS,1,4,5,1,1
rxl8lv,3.04,2,CPE,2,0,2,1,1
cjo7dp,3.62,4,ECE,3,5,5,1,3
gcb5ym,3.45,3,CS,3,2,4,3,4
pzp7wm,3.47,4,CS,1,5,2,4,5
ovq9dz,2.65,1,CS,4,5,3,0,0
lnu1pq,3.68,1,CS,4,5,4,0,4
vvj2vv,3.3,2,CS,5,3,4,5,4
ksj8lc,3.05,4,SYS,3,1,1,1,1
eju5hu,3.26,3,ECE,1,0,2,4,1
jqq9px,2.49,2,CS,4,1,4,4,4
poq2xj,3.36,1,CPE,1,2,3,5,1
dqq5iy,2.79,4,CS,1,1,1,2,3
itm8vk,2.66,2,MSE,3,0,4,4,0
aka5bi,2.59,2,SYS,5,0,2,4,4
yyh0xj,3.65,3,CPE,3,2,1,0,0
ank3bl,2.95,3,ECE,0,0,2,5,3
znq1gg,3.81,1,CS,4,2,2,4,1
ulw7id,2.99,1,ECE,4,2,2,4,2
qhl5kw,2.52,1,CS,4,0,1,0,3
ern0yc,2.75,4,MAE,2,4,4,4,2
ifa7ey,3.69,1,CS,1,2,5,0,0
hhn2uo,3.14,2,MSE,3,0,0,2,4
nkl3js,2.98,1,CS,4,4,4,3,1
laq5wt,3.26,2,CS,0,2,1,0,3
zbk3nh,3.4,2,ECE,4,4,0,0,1
low0xc,3.65,3,CPE,5,3,0,4,2
fkt4vl,3.78,2,MSE,1,5,0,0,2
jkb3am,3.06,2,CHE,1,3,5,5,5
hlx5gu,2.67,1,SYS,3,4,3,1,4
ebv7yj,3.03,3,MSE,2,2,1,1,2
ptz2yk,3.3,4,CS,3,0,5,2,4
epr3hj,2.81,4,MAE,4,1,5,0,5
psa7kz,2.82,3,SYS,5,0,3,5,3
ewc2af,3.34,4,CS,0,1,0,4,5
eiq1gl,3.18,4,CHE,3,1,3,4,4
qpe2vu,3.21,1,CS,2,2,3,3,2
tdk1li,2.9,2,ECE,3,4,5,2,0
ixv2hx,3.11,3,CS,1,0,1,5,4
flw7ld,2.83,1,MAE,4,4,2,5,1
tti9mh,3.56,4,ECE,4,3,3,4,0
ouw1nd,3.61,1,CS,4,2,3,3,4
tvs6lo,2.46,4,SYS,4,2,0,4,1
hph1ah,2.83,1,CS,4,3,0,3,5
jmp3dc,2.6,1,CS,4,0,5,1,0
wme2xp,2.94,4,CS,0,5,0,5,4
snu1xk,3.17,2,CPE,2,3,4,1,3
hdr5tj,2.62,1,ECE,4,0,3,4,5
gvd4ma,2.83,2,CS,2,1,0,2,1
mej4wm,2.8,4,CS,5,2,1,0,3
oeu0rp,3.28,4,SYS,4,0,4,2,2
xpy8gi,3.23,2,CS,3,4,5,2,5
tai3ut,2.91,1,CS,4,4,2,0,5
zoq0za,3.27,1,SYS,1,2,3,5,4
khx3bc,2.98,1,CS,0,3,3,1,4
fvu6hd,3.09,3,CPE,3,5,1,1,1
qob8tp,3.87,2,CS,3,3,2,5,5
rwz9sh,3.74,2,ECE,1,0,2,0,4
gud8dv,2.68,2,CS,4,3,5,3,2
gbi3ap,3.53,2,SYS,0,2,5,2,4
jir1ya,3.52,1,MSE,3,0,4,4,5
abr6di,2.74,3,ECE,0,1,3,1,0
kos5ki,3.53,2,ECE,3,3,0,5,3
bmd8pe,3.82,2,SYS,4,3,5,4,5
jht4wm,2.75,2,ECE,5,5,1,0,2
edo3vs,2.83,3,CS,3,0,1,4,5
xgf4zc,3.61,2,MAE,5,4,1,4,2
ujl6xl,3.31,1,MSE,3,3,5,2,5
oer6rx,3.42,3,CS,2,2,5,0,3
vuk6vt,3.34,2,MSE,4,3,1,4,3
gif6ow,3.36,4,CHE,1,5,5,1,2
sal3os,2.67,4,MSE,5,1,0,0,5
czc8op,3.62,1,MAE,1,5,0,1,3
gji1xp,3.67,1,CS,4,3,4,5,1
mka0nv,3.11,3,CS,1,4,3,5,5
nxe4cr,3.18,2,MSE,4,3,0,3,3
ebi1ls,2.59,4,ECE,1,0,4,5,0
vmn0yx,3.41,3,CS,5,3,2,4,0
gah4qi,3.43,1,CS,2,4,3,0,1
mjo7gl,3.18,1,CHE,1,0,0,5,3
ajn8kq,3.65,2,CPE,5,2,2,1,0
ibo2cg,3.07,2,CHE,3,0,4,4,5
lha9qu,3.43,2,CS,4,5,0,5,4
uhw7gk,2.79,2,ECE,0,1,0,2,3
pfw2mc,3.19,2,CPE,0,5,5,1,1
yzq6uh,3.13,4,CS,4,0,2,1,3
fni2bg,3.29,2,ECE,2,2,0,3,2
mtg9vu,3.05,1,CS,1,3,1,2,2
sfk0eb,3.15,3,CHE,2,0,5,3,0
vea1ed,3.53,2,ECE,0,5,5,5,2
jub6wa,3.03,2,MSE,5,0,0,2,1
lvi5mm,2.56,2,CS,4,0,5,1,0
xeo6sb,3.9,2,CS,4,0,3,3,1
opo6av,3.75,1,SYS,2,2,2,4,5
dtl1wt,2.68,4,CS,5,4,3,2,1
cjo4op,3.48,1,CS,2,4,4,1,2
epx8dk,3,2,ECE,1,0,3,0,5
upu8jk,3.31,1,CS,3,2,1,2,2
pbp4gq,3.32,1,CS,5,2,5,2,1
aqi8aq,3.11,2,CS,3,0,5,5,2
egx5gl,2.89,3,CS,1,5,1,4,2
dld4rc,2.92,2,CS,3,5,5,5,2
nhk7ou,2.83,1,MAE,0,1,3,2,3
cde7jg,2.87,3,MSE,3,0,4,2,5
anp2gb,3.17,2,ECE,1,1,0,4,5
fwy3kj,2.91,1,ECE,3,5,1,4,5
tfw2nw,3.47,2,SYS,4,5,3,3,1
lqy1ui,3.79,4,ECE,2,0,3,1,4
aas6kv,2.97,3,ECE,0,1,3,1,1
rjx7sn,3.3,1,MAE,4,1,0,3,5
ztz1zg,3.4,4,ECE,4,0,2,1,0
xex2nv,3.39,4,SYS,1,1,5,2,2
iiy4mc,3.23,1,ECE,2,3,5,3,2
xjy3sk,3.5,1,CPE,2,5,4,3,4
vsl0mo,3.39,4,CS,5,4,2,1,0
ulg4wu,2.7,2,MAE,0,2,5,0,3
fpt1eu,3.55,1,ECE,1,1,4,1,1
fep5yy,3.55,2,CS,0,1,4,5,3
ozp9ig,2.89,2,MAE,5,2,3,0,0
plw9lb,3.22,4,CPE,3,1,1,3,4
mwa2dm,3.47,4,CPE,4,2,3,0,0
wgt6vw,3.12,2,ECE,0,0,0,2,4
bkj0jb,3.63,3,CS,4,3,5,4,3
ate8up,4,4,CPE,1,3,4,0,3
aih7bp,2.89,3,CS,3,5,1,5,0
kdp1ey,2.65,4,CS,1,4,5,4,0
jdr4rs,3.32,4,CPE,3,1,4,2,2
sbk8ql,3.49,2,MAE,3,4,4,5,4
nac0fz,3.11,4,CS,4,0,3,4,2
svz4ik,3.78,2,CS,1,3,1,2,1
zit6qm,2.66,1,CS,1,0,1,4,1
ael9er,3.48,1,CHE,0,0,5,4,0
jvp4ig,2.96,4,CS,1,1,4,1,3
yfa0jk,3.89,2,CHE,0,0,1,5,1
tab5dk,4,4,ECE,2,3,1,5,1
xfh0gu,2.89,1,ECE,2,4,5,0,2
hwo3iv,2.98,2,ECE,2,3,3,5,2
upq5to,3.54,3,SYS,5,1,2,5,1
uxl8xv,3.05,2,ECE,1,3,0,4,0
wui0rq,3.18,2,ECE,5,2,2,3,2
hwn0pf,3.21,2,MSE,1,4,1,1,1
win5tn,2.43,2,CS,0,2,4,0,3
dpv2ks,3.19,1,ECE,5,2,0,1,2
hzm2md,2.92,4,CS,5,5,0,0,1
owb0ou,3,1,CS,5,1,4,2,4
cgw1oe,3.78,1,CS,3,0,0,4,2
qpt8ht,2.7,4,CS,0,2,4,5,4
eyq6uz,3.53,2,CHE,2,3,0,5,2
loj1lx,3.09,2,CHE,0,0,5,3,2
wif0nh,3.09,2,MSE,3,3,5,1,5
rgp2au,3.52,2,ECE,1,3,2,1,5
flc6mo,3.34,2,CS,0,0,0,1,4
zed4ry,3.43,3,ECE,5,0,3,5,0
nhl6sc,3.59,2,CS,2,3,4,1,1
wge8kp,3.07,3,CS,2,1,0,4,0
spw2kv,2.96,1,CS,1,4,5,0,0
qcj4ar,2.77,1,SYS,0,5,5,5,5
vxh0xr,2.87,4,SYS,3,4,4,4,1
wkf9vz,4,3,MAE,1,1,3,2,5
uvz1ji,3.7,1,SYS,0,5,0,4,5
lar8as,2.66,4,CPE,4,0,0,4,5
vos4oi,2.67,1,CHE,2,5,3,2,3
afy1vl,3.39,2,ECE,3,3,3,4,0
mlb5cz,3.42,2,CS,5,4,3,0,0
cgb5yh,3.42,3,CHE,3,5,5,5,0
tsq0zp,3.1,2,ECE,5,3,4,3,3
wba1qy,3.15,3,CHE,3,1,3,2,2
nts3zr,3.33,3,CS,2,5,4,5,4
jqd1xp,3.23,2,CS,5,3,2,1,4
rqd0ch,2.31,1,CS,0,1,0,0,3
dqa8rr,3.11,3,CS,5,0,0,3,0
ptd4aw,2.86,4,CPE,1,1,1,0,4
rdr3wp,3.27,1,ECE,0,1,2,0,3
zrd3pj,4,2,CS,1,4,3,1,5
mwy9oy,3.35,3,ECE,3,3,3,3,1
pgo0ja,3.07,4,CS,0,5,5,0,4
nzd7ls,3.57,4,CS,3,4,2,1,1
crt9ja,3.39,3,CS,4,2,3,2,0
dce3cj,3.37,3,CS,3,1,1,1,4
tgb6iy,3.44,3,CS,3,2,4,4,3
ogl3vj,4,3,CS,1,4,0,5,2
njz9de,2.75,2,CS,5,3,2,1,4
ico4uv,3.39,1,CPE,4,4,0,1,4
ftp1bk,2.83,3,CS,3,3,4,1,4
emq5oz,3.42,1,ECE,3,3,2,0,4
roj2ur,2.83,2,CS,4,0,4,3,3
mbp2xa,3.03,3,SYS,4,1,3,1,3
tax4gi,3.08,2,CS,0,4,3,1,2
wbo9mj,3.59,3,MSE,1,3,3,4,3
koq4xc,3.57,4,MAE,4,4,4,4,3
dvo9ez,2.7,1,ECE,4,4,4,2,0
qaj4ez,3.22,4,ECE,2,3,4,2,0
ygb7xw,2.92,2,CHE,5,5,0,4,1
lnc8vu,2.7,2,MSE,4,2,4,3,2
ifw3wj,3.11,2,CS,1,1,3,2,0
rqc3rf,3.08,2,CS,5,1,1,5,2
pgl1jv,4,1,CPE,5,5,4,5,2
uki7ki,3.37,2,CS,3,0,1,3,4
tap7yp,2.65,2,CS,3,5,3,4,5
evo3hw,2.97,4,CHE,3,0,4,2,5
xae9pt,3.61,2,MSE,3,0,0,1,5
bfd9xq,4,1,CHE,2,5,0,4,2
ljb6do,2.57,4,CS,4,1,1,2,4
kel4qv,2.45,3,ECE,3,2,5,3,1
ebv5fl,3.95,4,CS,0,1,0,5,1
daj7le,3.36,2,CHE,3,1,0,3,5
obm2or,2.85,3,CS,4,1,0,2,1
bqq0dl,3.41,4,CS,3,5,3,3,4
vad6cp,2.15,3,CS,2,5,0,2,5
umj7ru,3.2,2,MAE,1,5,2,2,4
dhb3ci,3.33,3,CHE,1,1,4,3,1
ddu2pf,3.57,3,CS,4,2,0,0,5
ksl3bc,2.79,3,ECE,1,0,5,1,4
aur9vf,3.23,2,CS,1,4,5,4,3
lxy9tf,2.83,3,SYS,0,0,0,5,3
ajv0gj,3.3,3,CS,4,0,0,1,4
mpu5wc,2.84,2,CPE,4,4,2,4,4
jjf4gu,3.04,4,CPE,1,1,0,4,0
yhr7iw,2.8,1,CS,1,2,0,5,0
rwv1qr,3.46,3,CS,1,2,4,1,2
cgj9mc,3.54,1,CS,5,0,5,5,5
vmq0cx,3.11,1,CPE,2,4,2,2,2
mla4vx,3.22,4,MAE,3,3,5,5,2
mxq6sq,2.62,3,SYS,2,1,2,3,1
rtn2va,3.08,3,CS,4,0,5,0,3
yil0he,3.18,3,CS,0,2,0,0,1
gwy7fu,4,3,CHE,3,5,5,0,5
cww3fx,2.76,2,CS,0,5,5,1,4
zyj2yz,3.79,2,CS,5,4,2,1,0
diz1ox,3.6,3,SYS,4,4,1,2,5
pjb5cm,3.31,4,MSE,5,0,2,0,4
xfj8tp,3.9,4,CPE,4,3,2,2,5
zdi4vh,3.35,2,CS,0,2,2,0,4
pzc2bh,3.36,2,CHE,0,0,3,1,0
bjy6rq,3.18,2,CPE,0,3,3,3,4
fxr9mb,3.69,1,CS,4,4,3,3,2
auq8hd,3.64,2,CPE,1,5,2,3,5
eye2el,2.95,1,MSE,0,1,1,5,0
sbs2ir,2.67,2,CS,5,5,2,3,4
yur8vo,3.12,4,CS,3,2,0,4,2
cfm8zb,2.88,4,MAE,4,2,1,0,2
vvi3ze,3.17,2,CS,5,5,3,3,3
ose4pe,3.69,2,ECE,2,5,5,4,2
mmy8gr,3.02,4,CS,2,3,5,4,1
srt0ji,3.18,4,ECE,3,0,4,4,0
grq9cl,3.22,3,CPE,1,4,1,2,0
hjo8cv,3.54,3,MAE,0,3,3,2,0
qyw4bs,2.3,1,CS,4,1,1,4,4
xts3lk,2.96,2,CS,5,5,1,5,5
ion4uh,3.28,3,CS,0,1,5,3,4
gtu7rq,3.68,1,CPE,5,1,2,0,1
pho0sz,3,1,CS,4,3,0,5,5
fes8gh,2.45,2,ECE,2,4,4,1,2
syq5aw,3.45,1,CHE,0,2,3,2,4
qlp5fm,2.95,4,MAE,3,0,1,3,5
ycu2bx,2.72,3,CS,1,2,4,3,2
gug8eo,2.95,4,MAE,3,4,1,1,5
owi0gt,3.13,1,CPE,1,2,5,1,2
glk5mx,2.96,2,CS,5,5,0,3,5
mod3nu,2.32,4,CS,0,5,5,1,4
fyy9qx,3.56,4,CS,0,3,4,3,4
ijc5nn,3.71,1,ECE,1,1,3,5,1
sma9hm,3.46,1,CS,2,4,1,1,3
btl0nz,2.74,3,CHE,4,4,0,5,0
zle6wh,3.12,4,CPE,3,2,5,5,4
irg0fl,3.2,4,MAE,5,3,4,1,4
gtn3jt,3.44,2,MAE,3,2,5,3,2
bje6xq,3.47,2,MAE,3,2,1,4,3
uhz7jj,2.91,3,CPE,5,4,1,3,4
bzh0sx,3.23,3,MAE,5,2,3,0,5
lpn7at,3.38,3,MAE,0,1,0,1,3
uza8as,3.78,4,MSE,3,2,2,2,0
sqp5cr,3.48,2,CS,4,1,5,1,5
vpz0ks,3.52,1,MAE,4,4,1,0,2
eeg6rk,3.23,3,ECE,1,3,4,5,1
xuv0ab,3.76,1,ECE,5,5,5,2,5
yzn2tc,3.36,3,CS,0,1,3,2,0
htl7yh,2.86,1,CS,4,3,3,3,5
cjj6tn,3.76,1,CHE,2,3,1,4,3
ams4vv,3.48,3,CS,0,1,1,3,3
vfl1bo,3.02,2,CS,0,4,1,2,0
jap5zt,3.01,4,CS,4,0,2,2,3
hek4tk,3.32,1,CS,2,3,1,4,5
pfj9sd,3.39,3,CS,1,3,5,1,1
nxl9ho,3.28,1,ECE,4,4,5,4,5
cjy3kb,3.32,3,CHE,2,4,0,5,1
gls8fq,3.88,4,CS,0,2,4,3,3
vil2ql,3.63,2,CS,2,4,1,1,5
mtj1pn,3.28,1,MAE,0,3,5,3,3
mzs9ey,3.58,1,CS,4,1,5,4,1
wtk9il,2.79,1,CS,5,0,5,1,3
hby7wk,3.36,1,CS,4,2,2,4,4
ity6zi,3.92,4,MSE,3,1,4,5,2
pgk4iu,3.11,1,CPE,3,0,3,0,5
ijb6yl,2.86,3,CS,3,0,5,2,4
atx2rk,2.94,2,CS,4,0,1,1,3
kfx2vc,2.76,1,CPE,1,5,5,2,3
omg7xc,2.89,2,MSE,4,1,4,0,2
psj1ub,3.05,4,CPE,5,2,3,1,3
oii1dm,2.64,1,CPE,2,2,2,2,2
ruo6md,3.21,2,MAE,4,0,0,2,5
rwy7ls,3.56,4,CS,4,1,1,1,1
nfd9yj,2.84,2,ECE,0,5,0,2,2
agm3zo,3.81,3,CPE,0,0,2,2,2
zyb6ju,3.4,1,CS,0,4,4,1,4
hpv9vb,3.61,3,CS,4,2,4,2,3
vmf7hr,2.94,2,MAE,1,3,2,2,5
wvf0kx,3.54,4,CS,2,0,5,3,1
hje8ec,2.76,4,MSE,2,4,2,5,0
hmm9sy,3.56,3,CHE,5,2,1,3,2
rdb1ct,3.27,2,CS,1,5,3,0,0
sex2rg,3.42,4,CS,1,1,0,3,3
nfd2bk,2.73,1,SYS,2,2,0,3,2
cfh6gp,2.84,1,CPE,3,1,4,0,0
zie5hb,3.44,3,ECE,0,1,5,2,4
amh3ak,2.82,1,SYS,0,5,4,2,0
oey6cw,3.39,3,CS,2,5,1,3,4
afx0bn,2.65,3,CS,1,0,2,0,1
vzw1ci,3.54,3,CS,5,0,0,2,3
hhi8cd,2.71,1,MAE,3,2,1,4,5
xtf5bi,3.42,2,CS,2,5,4,1,0
enm0mf,3.45,2,SYS,0,4,4,1,2
iaf7th,2.92,1,MSE,4,2,0,5,3
pyl2ep,3.43,1,CS,1,3,4,1,0
mln9eg,3.3,1,CS,4,1,5,3,2
cks6uj,2.98,4,MSE,5,1,4,1,2
qkz4hb,2.8,1,ECE,2,0,3,1,5
dvn5ez,2.41,1,CS,0,4,2,4,5
cqw7eh,3.34,1,CS,3,5,4,2,2
nwc9iq,2.57,4,CS,4,5,3,4,5
tkw5qy,3.24,2,ECE,3,0,1,3,2
