Computing ID,GPA,Major,Size Preference,Reading,Writing,Group Work,Time Commitment
kfj1ce,3.2,MAE,3,2,2,1,5
rtn4gi,3.47,MAE,2,1,3,5,4
elk1gn,2.76,CS,2,5,1,3,1
jzu5fs,3.05,SYS,5,1,2,1,3
bvu3pa,3.48,CS,2,2,1,4,3
lau2kt,3.54,CS,3,5,2,2,1
wjq0km,3.08,CS,2,5,5,2,2
xxb6oo,3.17,CHE,4,1,3,2,3
nnx9ea,2.59,MAE,2,4,5,2,5
gze4df,3.06,ECE,5,1,2,2,4
dtv8gk,3.56,ECE,2,1,4,1,1
yyk4sa,3.43,MAE,3,4,5,3,2
ush6da,3.4,ECE,3,2,4,4,1
skr2bu,3.22,ECE,2,2,2,5,2
jxe1ey,3.2,CHE,3,5,3,4,2
jix9pe,2.94,ECE,3,3,4,5,5
fjv4eg,3.48,MAE,5,3,2,5,4
tkc0io,3.37,CS,4,5,4,4,3
dqc1rn,3.4,CS,5,3,5,1,2
lqu3uo,2.99,MAE,1,1,2,2,3
znu1hd,2.34,CS,5,1,5,1,4
hov1qb,3.64,SYS,2,4,1,2,3
vur4pq,3.01,CS,4,4,2,3,5
grs9hr,2.85,SYS,2,5,4,5,5
yeb4nx,3.48,CS,1,5,1,4,0
pes5ts,3.04,CPE,4,5,5,3,5
clx2gb,3.62,ECE,3,1,5,2,2
crw8sf,3.45,CS,5,3,4,1,4
esl2st,3.47,CS,2,5,1,4,5
bfr6tk,2.65,CS,1,5,3,5,1
vzm0dz,3.68,CS,3,1,4,3,4
nkz8zc,3.3,CS,5,1,5,5,2
dmo5tx,3.05,SYS,3,1,2,2,4
vad6cp,3.26,ECE,5,3,1,5,5
nmy3aa,2.49,CS,4,5,3,1,1
gzf3am,3.36,CPE,3,2,2,3,0
ugc0nv,2.79,CS,3,2,1,3,2
xsd3dm,2.66,MSE,3,5,4,1,2
rit0cu,2.59,SYS,4,5,4,5,4
lfg1ya,3.65,CPE,1,5,1,1,3
mbb7hj,2.95,ECE,5,5,3,4,3
hbh9gf,3.81,CS,3,3,1,1,1
icw8la,2.99,ECE,4,2,2,5,0
anj1cc,2.52,CS,1,4,2,1,0
wgu1bh,2.75,MAE,5,2,4,2,4
gdw3mr,3.69,CS,4,2,1,1,4
xlw0im,3.14,MSE,5,1,4,1,3
hep0tw,2.98,CS,3,5,3,5,5
ksi0mo,3.26,CS,1,5,2,4,0
yqe8hz,3.4,ECE,4,5,5,4,5
ppx8um,3.65,CPE,1,1,5,5,0
cle6zn,3.78,MSE,3,3,1,5,5
ztc1cz,3.06,CHE,1,3,1,5,5
yhf1xm,2.67,SYS,1,4,5,2,0
sxs7hz,3.03,MSE,2,3,1,3,1
ljj2yz,3.3,CS,1,3,2,1,1
lpn7at,2.81,MAE,5,5,3,5,4
oik9hg,2.82,SYS,4,2,3,5,5
ygz9pe,3.34,CS,2,3,4,5,5
hdh8ku,3.18,CHE,4,3,2,4,5
klp9lu,3.21,CS,4,1,1,5,5
cpv8hc,2.9,ECE,3,4,1,1,5
fbb4tj,3.11,CS,3,1,4,5,3
nnb2su,2.83,MAE,2,5,4,1,2
hdm6ej,3.56,ECE,3,2,1,2,5
qdw4rs,3.61,CS,3,4,1,3,3
nvi8my,2.46,SYS,3,1,2,4,1
zrk6tk,2.83,CS,4,3,4,1,5
yfj8tx,2.6,CS,2,3,2,2,1
zjk9cm,2.94,CS,4,4,1,3,4
hbm2kt,3.17,CPE,5,3,5,3,2
kfh0nk,2.62,ECE,4,1,5,3,0
khz9cf,2.83,CS,5,1,1,1,2
xgf4zc,2.8,CS,1,3,4,2,5
rzi7ez,3.28,SYS,1,3,5,5,5
ofo5lk,3.23,CS,5,5,4,2,2
cfr9ow,2.91,CS,5,2,5,2,2
knc6zm,3.27,SYS,4,4,4,2,4
etb5yj,2.98,CS,5,1,5,1,1
glo8bb,3.09,CPE,2,4,4,1,0
uqw3nz,3.87,CS,1,5,2,1,2
tty9dw,3.74,ECE,1,1,4,2,0
wfw1jm,2.68,CS,5,5,2,1,2
ski6sp,3.53,SYS,3,5,2,3,1
uwr3gd,3.52,MSE,3,3,1,1,0
hdo2ar,2.74,ECE,5,4,2,4,3
wlx6gz,3.53,ECE,2,4,3,1,1
szs7cn,3.82,SYS,3,3,2,1,0
ptn7sj,2.75,ECE,5,4,4,1,2
okr0fg,2.83,CS,2,3,2,1,2
qhf3rt,3.61,MAE,2,1,4,4,1
mpa0ep,3.31,MSE,4,5,4,5,1
smh3er,3.42,CS,2,5,3,1,2
euz8pe,3.34,MSE,3,4,2,3,0
mxo0nv,3.36,CHE,3,2,2,4,3
rhz5pk,2.67,MSE,5,5,5,5,4
blk3yr,3.62,MAE,5,3,5,1,1
bhm1vs,3.67,CS,2,2,1,5,2
cic8ym,3.11,CS,1,2,4,3,0
eqi7xq,3.18,MSE,4,5,3,4,1
cyf9th,2.59,ECE,1,5,5,4,0
egd2ub,3.41,CS,2,5,2,5,1
ccs3oa,3.43,CS,2,3,1,1,2
vqu3ho,3.18,CHE,1,2,3,2,0
eju5hu,3.65,CPE,4,4,2,4,2
jcz8dw,3.07,CHE,1,3,2,2,0
fqz7vi,3.43,CS,5,1,4,4,1
pqk8hs,2.79,ECE,3,5,4,1,4
vse3bi,3.19,CPE,5,2,5,1,4
bfp5ax,3.13,CS,3,3,5,4,3
tog3oe,3.29,ECE,2,1,2,5,3
vyk0ma,3.05,CS,4,3,2,1,5
zlf4eg,3.15,CHE,1,3,5,1,2
tys9ht,3.53,ECE,4,4,5,3,0
cyl1ug,3.03,MSE,1,4,2,1,3
hwe6xk,2.56,CS,5,3,3,3,1
sam4sd,3.9,CS,5,1,2,1,4
puz5ni,3.75,SYS,1,2,3,1,0
tpj4kl,2.68,CS,4,2,3,5,5
xto2qt,3.48,CS,1,5,2,5,4
ubv6zf,3,ECE,2,5,1,1,0
qbc0rg,3.31,CS,5,2,5,4,3
jwb3pd,3.32,CS,2,3,4,4,3
iqt1bm,3.11,CS,5,3,2,1,2
vgw2am,2.89,CS,5,4,3,4,5
jha9gu,2.92,CS,3,4,2,1,0
vog3za,2.83,MAE,2,5,5,5,5
lcb1tc,2.87,MSE,2,2,3,2,1
waf2ts,3.17,ECE,3,3,4,3,5
upk6am,2.91,ECE,4,2,4,4,3
azn8pd,3.47,SYS,2,1,4,4,2
dbg4eb,3.79,ECE,1,2,1,5,3
vyl7pf,2.97,ECE,3,1,3,4,4
plm3lt,3.3,MAE,2,4,3,1,3
jvp4ig,3.4,ECE,4,4,1,1,0
cqe1bi,3.39,SYS,2,5,3,2,2
hdr7cd,3.23,ECE,5,2,1,2,0
hkd2sz,3.5,CPE,1,2,2,2,1
vnf4av,3.39,CS,3,1,5,1,1
mbh7mq,2.7,MAE,5,4,4,2,3
oyc2qe,3.55,ECE,4,1,1,2,2
nbe3zd,3.55,CS,5,4,1,1,5
pdv1po,2.89,MAE,5,1,1,5,2
yru0cn,3.22,CPE,4,4,2,4,2
cex9he,3.47,CPE,5,1,1,3,2
zzt7dr,3.12,ECE,3,4,5,1,3
mxz3qk,3.63,CS,2,1,5,1,0
dht3rs,4,CPE,5,2,4,3,3
wuc9ms,2.89,CS,3,5,2,3,5
kfl4df,2.65,CS,2,1,5,2,0
wgn1gy,3.32,CPE,2,5,3,3,5
hvv8wy,3.49,MAE,5,2,3,4,4
fyh3mk,3.11,CS,3,2,3,4,4
ctr5la,3.78,CS,5,4,1,4,0
roa4vx,2.66,CS,4,5,1,4,3
glc0zf,3.48,CHE,2,3,3,4,5
ipv6mf,2.96,CS,5,4,4,2,5
rsv5kt,3.89,CHE,2,5,4,1,1
gaa7ro,4,ECE,3,1,1,3,5
jrq9ml,2.89,ECE,1,1,3,1,3
sqx2qv,2.98,ECE,5,2,4,3,1
vlf0fg,3.54,SYS,5,3,1,2,3
gqb6kc,3.05,ECE,2,1,3,2,2
nyi4ig,3.18,ECE,3,5,2,5,5
ira4da,3.21,MSE,4,5,3,5,2
xih1xk,2.43,CS,3,1,3,2,4
jka8an,3.19,ECE,5,5,5,2,4
zhe2zk,2.92,CS,4,5,5,3,0
rhu9ui,3,CS,3,2,2,2,5
vge4xj,3.78,CS,1,3,2,1,1
wrs4xz,2.7,CS,2,2,3,3,2
cix2to,3.53,CHE,3,3,4,2,3
gox5qi,3.09,CHE,3,5,2,3,5
qyz0bq,3.09,MSE,1,3,3,3,0
sqo6wb,3.52,ECE,5,5,1,4,3
djl0lb,3.34,CS,2,5,5,5,2
olr0ro,3.43,ECE,3,2,4,3,5
avy2gc,3.59,CS,4,2,3,3,2
uol9nu,3.07,CS,3,4,1,4,5
npv9wx,2.96,CS,2,1,5,2,5
ktu1ie,2.77,SYS,3,4,1,3,2
fdr0hc,2.87,SYS,1,4,3,4,2
hlx4ns,4,MAE,3,3,2,1,3
pcr4rm,3.7,SYS,3,5,5,4,0
kxt4fi,2.66,CPE,4,5,1,5,2
wll9di,2.67,CHE,1,5,2,5,4
dtz2ih,3.39,ECE,1,1,4,2,0
gac9yq,3.42,CS,3,3,3,2,4
mpn3vr,3.42,CHE,4,3,3,5,3
rhu5oc,3.1,ECE,3,5,5,5,2
fbh8eq,3.15,CHE,3,4,1,3,0
fgr3gl,3.33,CS,2,1,4,5,2
tge0mj,3.23,CS,2,4,5,2,5
xbk2eh,2.31,CS,4,2,5,5,2
qfs4ab,3.11,CS,5,3,1,2,0
chk9em,2.86,CPE,2,3,4,1,2
hit1aq,3.27,ECE,5,4,1,5,2
egt7wu,4,CS,1,1,3,2,1
ses2yd,3.35,ECE,2,3,2,4,1
fna6ip,3.07,CS,2,4,3,3,0
kvb0iw,3.57,CS,4,1,3,2,0
xpr1qd,3.39,CS,5,4,5,5,5
eqv7ej,3.37,CS,2,1,3,5,5
xue3dl,3.44,CS,2,5,4,1,2
mva6wg,4,CS,4,1,3,4,4
lnu1pq,2.75,CS,4,2,4,2,0
dlm7dg,3.39,CPE,5,5,1,4,2
mfj2hh,2.83,CS,1,4,5,1,4
epx8dk,3.42,ECE,1,5,4,3,1
ahu9zl,2.83,CS,3,5,3,4,5
owp7hu,3.03,SYS,2,4,5,1,0
ebv5fl,3.08,CS,5,4,5,2,2
nfl3he,3.59,MSE,2,2,4,3,1
tlm2sk,3.57,MAE,5,4,4,5,3
grn3bk,2.7,ECE,5,3,2,1,1
peh4ds,3.22,ECE,5,3,2,5,2
ibo2cg,2.92,CHE,2,2,5,3,5
hhr8kd,2.7,MSE,4,1,2,1,4
iyk3oi,3.11,CS,2,1,3,1,3
rbx9zm,3.08,CS,5,3,1,3,3
vkx8ps,4,CPE,3,4,5,2,5
kbo1rm,3.37,CS,1,2,1,1,3
kzy3lj,2.65,CS,5,1,2,3,0
xma3or,2.97,CHE,3,1,4,4,2
eln9ha,3.61,MSE,4,5,5,5,3
cff4vz,4,CHE,5,3,2,1,1
pyd4dx,2.57,CS,3,4,3,4,4
jmr0aw,2.45,ECE,5,2,5,1,2
ezl7lx,3.95,CS,2,1,5,2,5
aks9pt,3.36,CHE,3,5,4,3,1
rwo3mg,2.85,CS,2,3,5,1,0
csj1da,3.41,CS,2,3,4,3,3
kgz8fz,2.15,CS,3,2,2,1,1
ezx5rw,3.2,MAE,1,1,3,2,2
rlj0di,3.33,CHE,3,2,3,2,1
fkw5ka,3.57,CS,1,2,5,4,0
yxq6hm,2.79,ECE,5,5,5,2,4
maj4bw,3.23,CS,5,3,2,3,3
apc1oi,2.83,SYS,3,4,4,2,2
zwb5fx,3.3,CS,5,3,3,1,3
sxh1dr,2.84,CPE,4,3,4,2,3
tbu3ww,3.04,CPE,2,5,2,3,5
gvl7jh,2.8,CS,2,4,3,1,3
nyz1op,3.46,CS,1,1,3,4,1
ley8xe,3.54,CS,5,4,1,4,1
uqx4ng,3.11,CPE,1,1,2,4,4
nds1vw,3.22,MAE,2,4,2,1,0
qgm0cl,2.62,SYS,2,2,1,4,2
hir9of,3.08,CS,5,4,4,2,1
hpt9hc,3.18,CS,4,5,1,1,3
mmh7mg,4,CHE,4,1,2,1,0
ttl4mx,2.76,CS,5,3,4,1,2
kzg1lt,3.79,CS,5,5,3,5,2
foi4kl,3.6,SYS,1,1,1,3,2
knm0fo,3.31,MSE,5,1,4,5,2
sxa0kf,3.9,CPE,4,3,4,5,4
bes1vz,3.35,CS,5,2,4,5,2
vze3iy,3.36,CHE,1,5,1,3,0
dfd7ao,3.18,CPE,1,3,3,5,1
abb5hd,3.69,CS,1,3,4,4,0
ejt8es,3.64,CPE,1,2,1,1,3
dut9yn,2.95,MSE,3,5,2,1,5
xzw7zx,2.67,CS,5,3,1,2,4
qlm8cw,3.12,CS,2,2,1,4,4
hsf8kd,2.88,MAE,5,5,1,3,3
smv9gh,3.17,CS,3,4,4,1,0
qkz6lx,3.69,ECE,1,1,1,5,0
ygg6dp,3.02,CS,3,2,2,2,3
los2jk,3.18,ECE,4,1,4,2,5
sai7tr,3.22,CPE,4,4,2,1,2
thx2vc,3.54,MAE,5,3,5,4,2
qyh2gp,2.3,CS,5,3,1,2,1
awk5cp,2.96,CS,2,5,4,1,0
ish4fs,3.28,CS,2,2,4,4,0
icp3yy,3.68,CPE,4,2,1,1,3
wbv2xk,3,CS,1,5,3,1,3
bhc8vr,2.45,ECE,3,1,3,4,2
hpq3qh,3.45,CHE,2,3,2,4,0
dov7xa,2.95,MAE,2,3,1,4,0
zyb7hu,2.72,CS,1,2,1,1,4
jzx8ui,2.95,MAE,1,2,5,2,1
zne5bp,3.13,CPE,5,5,3,3,1
gks3pw,2.96,CS,3,4,3,3,2
dpy1ln,2.32,CS,1,1,1,1,5
eqk3lv,3.56,CS,2,4,2,1,0
tlv5zw,3.71,ECE,2,4,1,2,4
kes3pn,3.46,CS,4,2,2,4,0
fvh2to,2.74,CHE,1,2,3,1,3
yxj2sl,3.12,CPE,5,2,5,5,2
hqu9wi,3.2,MAE,3,4,4,4,5
smv3al,3.44,MAE,5,1,3,1,1
fpt1eu,3.47,MAE,2,2,2,5,0
vkq2dm,2.91,CPE,5,3,1,2,5
ath7jb,3.23,MAE,2,1,3,5,2
ber2xu,3.38,MAE,2,3,5,1,1
hjo8cv,3.78,MSE,2,1,2,3,0
hir7tm,3.48,CS,2,2,1,1,4
gls8fq,3.52,MAE,2,5,4,3,2
clt2ff,3.23,ECE,4,2,2,2,0
hrv9rs,3.76,ECE,5,4,1,2,1
fae4uc,3.36,CS,4,4,4,4,1
chy5vj,2.86,CS,4,1,1,4,4
wpd9uj,3.76,CHE,1,4,4,3,2
gvm8zk,3.48,CS,1,2,4,3,2
qri8hn,3.02,CS,1,3,4,2,5
efw9jm,3.01,CS,3,2,1,5,0
vbp8ip,3.32,CS,1,1,4,3,5
pdr5ax,3.39,CS,5,4,2,3,1
sgf2pz,3.28,ECE,4,3,5,5,1
yxt7re,3.32,CHE,5,5,5,4,4
mln9eg,3.88,CS,1,3,4,4,4
dma1xb,3.63,CS,3,3,5,3,2
uiw1au,3.28,MAE,3,2,5,4,5
vgj6cz,3.58,CS,4,5,4,4,1
iqb1xe,2.79,CS,5,1,4,4,0
wee8vo,3.36,CS,2,1,2,2,3
tri9hl,3.92,MSE,5,3,3,1,0
qjq1nj,3.11,CPE,1,3,1,3,4
fwh4zm,2.86,CS,2,4,4,3,0
klo4wi,2.94,CS,3,5,4,2,1
nhh2rr,2.76,CPE,4,3,5,1,5
npk5zc,2.89,MSE,4,4,2,1,2
ymt5pt,3.05,CPE,3,5,5,2,5
vss1kx,2.64,CPE,1,1,4,5,3
piv4zl,3.21,MAE,3,4,4,5,2
gof4us,3.56,CS,1,5,5,1,3
nly0nk,2.84,ECE,2,4,4,5,3
uhm8zr,3.81,CPE,3,3,3,5,1
etm2ox,3.4,CS,1,2,1,5,1
ldl6rd,3.61,CS,2,1,1,1,4
fpd2zm,2.94,MAE,3,3,1,5,4
bax5oo,3.54,CS,4,3,3,3,3
esa1zf,2.76,MSE,3,5,4,1,5
ekq6bx,3.56,CHE,5,4,5,2,4
kxz9tv,3.27,CS,3,1,2,5,1
ers8ru,3.42,CS,5,3,4,4,4
vih8lc,2.73,SYS,2,5,3,1,3
iup7qz,2.84,CPE,3,1,3,2,2
smo3ih,3.44,ECE,2,4,1,3,5
utt7qs,2.82,SYS,2,3,4,2,5
eag8eu,3.39,CS,1,3,1,5,0
nun9sy,2.65,CS,2,3,2,4,4
jvd3sq,3.54,CS,2,1,1,5,5
nde2dh,2.71,MAE,3,1,2,2,1
omg0cg,3.42,CS,3,1,3,1,2
uth5qn,3.45,SYS,4,1,1,4,1
ayh5yo,2.92,MSE,1,5,1,4,4
rat1uf,3.43,CS,2,2,5,2,3
ify0rc,3.3,CS,1,5,3,5,0
sma9hm,2.98,MSE,5,3,5,2,0
jfg4bx,2.8,ECE,2,5,2,4,2
fns8ll,2.41,CS,1,4,2,2,5
nmb0sz,3.34,CS,4,1,3,4,5
wrf4du,2.57,CS,4,4,2,5,5
npy2oe,3.24,ECE,2,4,3,1,0
fqc0la,3.09,ECE,5,3,2,1,3
pzc2bh,3.47,CS,4,1,4,2,5
dwn2is,3.08,CS,4,4,1,4,1
ehy7bu,3.07,CS,5,3,4,1,5
soc7fz,3.49,CPE,1,1,3,4,3
qgs5ic,3.33,CPE,4,2,3,5,2
ial7ly,3.33,CPE,3,3,4,2,2
kij8js,3.39,CS,4,5,1,4,0
msp0fv,2.59,MAE,1,1,1,2,3
ftc3mr,3.5,ECE,1,4,5,4,1
mbu8tc,3.44,SYS,2,4,2,4,3
oik5ue,2.79,SYS,3,5,5,5,1
tyt8ft,3.1,ECE,1,5,1,2,1
zuw3kz,3.18,CPE,5,4,4,3,3
mca6et,3.15,ECE,3,1,2,4,4
ozw8ie,3.33,ECE,3,3,4,4,3
cqc1jh,3.77,CS,5,5,5,1,1
tak7lz,3.63,CS,4,5,3,2,5
gny0fh,2.68,SYS,5,5,4,3,2
qzx2sn,3.45,ECE,5,2,5,5,2
edo5iq,3.73,CS,4,1,5,3,0
pwx0gl,3.35,MAE,4,1,5,5,2
noo5ek,3.64,MAE,4,1,3,3,4
ati7qe,4,ECE,4,1,3,3,1
new6ba,3.61,MSE,4,1,3,2,3
aug5ag,3.3,ECE,5,4,2,1,3
hpz0gz,3.62,MSE,2,5,3,3,4
mmy5gp,3.26,CPE,2,4,3,4,2
dyi2wd,3.21,MSE,1,2,3,4,1
qua9zx,3.06,MAE,2,3,4,4,2
ihh3wt,3.83,CS,2,5,3,1,0
vez6lx,2.87,CPE,5,2,2,3,2
wco0zv,3.81,CHE,4,4,5,5,0
fcp1pv,3.4,MSE,4,3,4,5,3
iyx4dl,2.64,CHE,5,2,1,2,1
zeg0oi,3.35,CS,2,3,3,1,5
nte9sj,2.36,SYS,5,2,5,3,0
yqz8xl,3.45,ECE,1,4,5,4,2
vcl6tg,3.55,CS,4,3,4,1,2
ekf3wo,2.96,ECE,3,2,1,1,3
xzv6bz,3.25,ECE,1,4,2,3,4
ojn3zr,3.98,CS,1,5,5,2,5
obk1pt,3,CS,5,4,5,2,4
xuh0it,2.78,CS,2,4,5,2,2
rmj7nu,3.79,MAE,4,5,5,4,4
xfn2in,3.99,MSE,3,4,4,4,5
omo8sv,3.2,ECE,1,5,1,3,5
urw3la,3.6,CS,3,5,5,2,1
lay4hy,3.74,SYS,2,5,2,3,4
pgy4fx,2.9,CS,2,2,2,2,1
icv3ni,3.01,CS,3,3,3,1,2
lvn9sf,3.69,SYS,4,2,5,5,2
rrk5wv,3.87,MAE,2,5,5,5,2
ipz0cp,3.43,CS,3,3,5,2,3
vic1gq,2.85,CS,1,3,5,3,4
rpz5mp,3.99,SYS,3,5,5,4,0
mkj9vt,2.99,SYS,3,3,2,2,5
knd7qu,3.07,ECE,5,3,1,2,0
lgl4rn,3.34,CHE,2,2,1,4,2
tpu4ak,3.82,CS,4,3,3,2,4
nrz2li,3.54,SYS,4,5,2,1,1
gju0sq,3.37,SYS,5,1,5,4,0
xzd5ov,3.39,ECE,4,1,1,1,2
zad4ie,3.22,ECE,3,1,4,5,0
map2nd,3.42,CPE,5,5,4,4,0
mix0aa,2.19,CS,1,1,4,4,5
smb3zn,3.08,CS,2,2,5,3,0
tzi2fq,3.3,CS,2,5,5,3,2
src2xi,2.74,CS,2,5,3,4,5
dgf6pn,3.35,MSE,3,5,3,5,2
kxb4ic,3.12,CS,1,3,3,2,3
qac3ke,3.9,MAE,5,3,4,3,3
oud5gc,3.83,ECE,5,3,5,5,3
emv0rj,3.01,MAE,2,4,4,5,0
wim8yo,3.14,ECE,1,2,3,3,4
omf4gj,3.17,CS,1,5,5,2,2
iro3cq,3.02,CS,1,5,2,3,3
lxa6uy,3.28,ECE,4,3,1,5,4
sus9gb,2.9,CS,4,5,1,1,3
lpf4xy,2.75,CS,2,5,3,3,3
rtn8yf,3.45,ECE,1,1,4,5,4
pma4kl,3.45,CS,1,5,2,3,3
tfk9vg,2.88,CPE,5,4,5,5,0
jfu1xg,3.56,CS,5,3,4,2,0
ngr3pg,2.95,CS,2,2,3,5,5
ejs1kt,3.3,CS,1,2,4,4,0
sdw2dd,3.53,CS,2,1,3,1,1
lrz0cn,3.19,CS,5,2,1,5,5
vpu2du,3.38,CS,5,2,1,3,3
ngc0ou,2.99,CS,4,3,4,3,1
nsv9bx,3.12,CS,2,3,2,5,2
enl6bk,3.12,CHE,2,4,5,4,4
obr3br,2.9,CS,1,1,3,5,2
ndj4tm,3.13,SYS,1,2,5,2,1
qxi4gn,2.58,ECE,4,4,1,4,0
vvi6ms,3,ECE,3,1,2,5,3
bym1kb,3.09,CPE,3,2,2,1,5
xji6bd,3.1,CS,3,2,5,4,3
plc8bg,3.1,CS,2,3,1,5,0
ybp7wg,3.18,CS,2,5,5,1,3
awy1bj,3.39,MSE,5,1,4,5,4
fyi4ra,3.55,CS,2,2,2,2,4
pcm0ct,2.94,CS,2,1,2,3,4
ive1cu,2.72,CS,2,4,4,5,2
nfb9fl,2.78,CS,4,4,1,4,0
vhh7wr,3.01,CS,2,5,2,5,4
ftx9iq,3.06,CS,1,2,3,5,1
vxi0et,2.89,CS,1,3,3,5,4
zyl6mu,2.68,MSE,5,2,1,5,5
nvd3al,3.02,MAE,4,1,4,4,2
tpu4le,3.27,CS,1,4,5,4,1
soi0tq,3.44,ECE,4,1,1,5,0
vpt1qd,2.98,ECE,4,5,5,3,0
eqb9de,3.03,ECE,5,4,1,5,5
weg1mz,2.83,CS,4,3,3,4,4
xro5sj,3.19,CPE,2,4,4,2,1
vvn5xv,2.86,CPE,4,2,3,5,5
jqd1xp,3.43,ECE,5,2,4,5,1
rvs5ga,2.49,MSE,5,4,5,5,4
ica0qp,3.06,CS,5,5,1,5,4
gku7ib,3.32,CHE,1,2,2,1,3
